Dataset,Method,Seed,ARI,NMI,AMI,Homogeneity,V-measure,Silhouette
Mouse_Brain_E13_S1,Method 1,641,0.09227296064969344,0.26183596332204356,0.24970458379625918,0.32119767004419203,0.2618359633220435,0.03696180261464843
Mouse_Brain_E13_S1,Method 1,1892,0.10933519374905078,0.2660181677803197,0.2540103412357677,0.32876066223471495,0.2660181677803197,0.03774322544973268
Mouse_Brain_E13_S1,Method 1,1173,0.09208074973574536,0.24692700562479367,0.23461049207438459,0.30547258775403896,0.24692700562479364,0.03714917152735439
Mouse_Brain_E13_S1,Method 1,69,0.09874924922548876,0.25482490770580274,0.24266123487498514,0.3161874817083257,0.25482490770580263,0.036397889420220327
Mouse_Brain_E13_S1,Method 1,2024,0.10133162278473054,0.2651899247659355,0.25318007080083466,0.3283353468349856,0.2651899247659355,0.040998827268211566
Mouse_Brain_E13_S1,Method 1,231,0.10891753827420185,0.2720742697972125,0.2601816376579327,0.33708438996779927,0.2720742697972125,0.04068853658858705
Mouse_Brain_E13_S1,Method 1,1971,0.09874940604199639,0.27310644420274566,0.2611993327739363,0.336953210932044,0.27310644420274566,0.04215082955120424
Mouse_Brain_E13_S1,Method 1,2497,0.09531251943354675,0.24756738192856467,0.2352958565046362,0.30759229774507013,0.24756738192856467,0.036815089184085985
Mouse_Brain_E13_S1,Method 1,338,0.09775984680607941,0.2612814331180157,0.24924290271554825,0.32506161948863505,0.2612814331180157,0.03430850412316684
Mouse_Brain_E13_S1,Method 1,3127,0.10404509310849383,0.2677683735243396,0.25580277331705803,0.33158636649179646,0.2677683735243395,0.03746128415724498
Mouse_Brain_E13_S1,Method 1,2001,0.10461841139795444,0.26686033936452874,0.2548471401904411,0.32909819763889453,0.26686033936452874,0.04916406851101113
Mouse_Brain_E13_S1,Method 1,2022,0.08980119752648118,0.2435954716175538,0.2311763036392109,0.2995374983040786,0.2435954716175538,0.05052799298100324
Mouse_Brain_E13_S1,Method 1,574,0.10329759243104976,0.26099002378982145,0.24889587126561352,0.3224868471926957,0.26099002378982145,0.04294797192966568
Mouse_Brain_E13_S1,Method 1,2428,0.07980073329675673,0.23589655513747887,0.22338701392849414,0.2913963161398279,0.23589655513747887,0.03878014979739106
Mouse_Brain_E13_S1,Method 1,999,0.09245387803728433,0.2671203496749707,0.25504114762804864,0.32640758333960596,0.2671203496749707,0.0484739570682124
Mouse_Brain_E13_S1,Method 1,1187,0.09786744143051908,0.2706196208553504,0.2586651256702032,0.33340695981414065,0.2706196208553504,0.04363332007795315
Mouse_Brain_E13_S1,Method 1,42,0.09563398575048512,0.2613887255612212,0.24928465182705692,0.32222121061688325,0.2613887255612212,0.042629655732717785
Mouse_Brain_E13_S1,Method 1,3999,0.0966035377179282,0.24519095694717996,0.23284444926863296,0.3030348053491341,0.24519095694717996,0.038397040170867786
Mouse_Brain_E13_S1,Method 2,13,0.09905716146871678,0.2677759191537672,0.2557812776616463,0.3304662682398479,0.2677759191537672,0.03924740603007877
Mouse_Brain_E13_S1,Method 2,2560,0.09455271854278768,0.25001611277363966,0.23772986118159437,0.30842878363643,0.25001611277363966,0.04511122637131803
Mouse_Brain_E13_S1,Method 2,641,0.1138044547028605,0.26868959805619713,0.25674283206339427,0.3329183935996022,0.26868959805619713,0.03873350878803478
Mouse_Brain_E13_S1,Method 2,1892,0.11321779824403003,0.2882230831063526,0.2765499008830945,0.35489741300756045,0.2882230831063526,0.04112007948401981
Mouse_Brain_E13_S1,Method 2,1173,0.09236779002235579,0.25986221643202373,0.24773942191940154,0.3208060685734244,0.25986221643202373,0.045053010920476845
Mouse_Brain_E13_S1,Method 2,69,0.09859104098695258,0.2594058023093113,0.24729539598661102,0.32083255620349416,0.2594058023093114,0.04124427756719656
Mouse_Brain_E13_S1,Method 2,2024,0.10818389220830603,0.28238171092721565,0.27065142068185477,0.34955135931991227,0.2823817109272157,0.04341755183713578
Mouse_Brain_E13_S1,Method 2,231,0.0856657909759094,0.23690515774242957,0.22442566956303722,0.2930647596591234,0.23690515774242957,0.03982863049436759
Mouse_Brain_E13_S1,Method 2,1971,0.09588752552322949,0.24830269934124993,0.23602776340473164,0.3079076107758926,0.2483026993412499,0.04188804419663712
Mouse_Brain_E13_S1,Method 2,2497,0.100437370063657,0.2615133018317984,0.24945268657871317,0.3241837721969129,0.26151330183179844,0.03793208729427705
Mouse_Brain_E13_S1,Method 2,338,0.10526692195565669,0.27592425621051436,0.26408784039862593,0.34146551817037385,0.2759242562105143,0.04109130867380349
Mouse_Brain_E13_S1,Method 2,3127,0.09419558178586582,0.2549558802672413,0.24276707496887776,0.31517991345430935,0.2549558802672413,0.04612945039418543
Mouse_Brain_E13_S1,Method 2,2001,0.11223568143021782,0.27316618578029006,0.2613007583748365,0.3389430172974694,0.27316618578029006,0.04184032584171809
Mouse_Brain_E13_S1,Method 2,2022,0.10312577557441722,0.27151563081335356,0.2595929558234021,0.33541426834484533,0.27151563081335356,0.04208679706963404
Mouse_Brain_E13_S1,Method 2,574,0.09553627809830119,0.26936123558278563,0.25738488778924334,0.33191513219097557,0.2693612355827857,0.0421298983096974
Mouse_Brain_E13_S1,Method 2,2428,0.1013645912905106,0.2771081699605924,0.2652301474618075,0.34049148200926915,0.2771081699605924,0.047213768963779386
Mouse_Brain_E13_S1,Method 2,999,0.09741807164485078,0.2718022129368094,0.25986244662507574,0.3346117676480123,0.2718022129368094,0.040839952194962226
Mouse_Brain_E13_S1,Method 2,1187,0.10497474270419425,0.2721241597794022,0.2602226045979937,0.33673360135511393,0.2721241597794022,0.04227383457469215
Mouse_Brain_E13_S1,Method 2,42,0.09932997023786402,0.25967826508274455,0.24754175130403594,0.3197779979955101,0.25967826508274455,0.03853374278564633
Mouse_Brain_E13_S1,Method 2,3999,0.10053611985870284,0.2696899800031274,0.25773466774492115,0.3330268854452781,0.2696899800031273,0.04994996293621751
Mouse_Brain_E13_S1,Method 3,13,0.1695321814034962,0.3940823426283236,0.3839843840311801,0.473308680804945,0.3940823426283236,0.012619807918959426
Mouse_Brain_E13_S1,Method 3,2560,0.16479178730867694,0.3767003902730991,0.3663773927163886,0.4569151881845052,0.3767003902730991,0.011108763529847743
Mouse_Brain_E13_S1,Method 3,641,0.17044081516193943,0.3659756455892548,0.3555395481644658,0.447449931873906,0.3659756455892548,0.00746534594609935
Mouse_Brain_E13_S1,Method 3,1892,0.16849554736113098,0.37367445010707,0.36327534455341365,0.45050758229193033,0.37367445010707,0.010703916842466792
Mouse_Brain_E13_S1,Method 3,1173,0.19249268374848255,0.40506176923403736,0.3951896907904936,0.4891541131148917,0.4050617692340373,0.010709542962607805
Mouse_Brain_E13_S1,Method 3,69,0.18409262274086174,0.3883500375941762,0.37829764895958956,0.47604231411317727,0.38835003759417625,0.008944449264102724
Mouse_Brain_E13_S1,Method 3,2024,0.20541520964746118,0.41546769958912855,0.405591037600924,0.4879434584207322,0.41546769958912855,0.012809126258947725
Mouse_Brain_E13_S1,Method 3,231,0.20855229409072848,0.4114663274005928,0.40171933869762044,0.49833861154799936,0.41146632740059275,0.01090540811285132
Mouse_Brain_E13_S1,Method 3,1971,0.18493267787125817,0.3766520755964429,0.36639112446159156,0.46068828857921595,0.376652075596443,0.009969453344465645
Mouse_Brain_E13_S1,Method 3,2497,0.25132081166790576,0.4360290918731581,0.4266913664619597,0.527228032900704,0.436029091873158,0.010130569945107654
Mouse_Brain_E13_S1,Method 3,338,0.20159732050634185,0.40872768241188234,0.39888700983826775,0.49213783337123096,0.40872768241188234,0.011951626525739998
Mouse_Brain_E13_S1,Method 3,3127,0.203665754860261,0.39205667019683826,0.3819553161267046,0.4721053791635818,0.39205667019683826,0.011128968312049922
Mouse_Brain_E13_S1,Method 3,2001,0.21636157723987556,0.42775954603625227,0.41826525331174613,0.5169796873209301,0.42775954603625227,0.0116459271313006
Mouse_Brain_E13_S1,Method 3,2022,0.15437374960390135,0.3558096022195052,0.34519448507708905,0.43504381483182086,0.3558096022195052,0.010806969218876854
Mouse_Brain_E13_S1,Method 3,574,0.2063760179396931,0.4063098982970664,0.39651654647502377,0.4945169524349362,0.4063098982970663,0.009634652728158994
Mouse_Brain_E13_S1,Method 3,2428,0.18792558278281285,0.3939483955388532,0.3839651659556176,0.4804337193137009,0.3939483955388532,0.008452722924947259
Mouse_Brain_E13_S1,Method 3,999,0.15982415359507407,0.3730389347241087,0.36270862979983026,0.455884582539637,0.3730389347241087,0.010926745642464649
Mouse_Brain_E13_S1,Method 3,1187,0.17041836544485725,0.37951477538835565,0.36930676642586996,0.46475618922482925,0.3795147753883556,0.007561044563467879
Mouse_Brain_E13_S1,Method 3,42,0.167265547360938,0.3703028559229928,0.35989070446848453,0.44959473220664126,0.3703028559229928,0.009267626102776873
Mouse_Brain_E13_S1,Method 3,3999,0.16142164283506297,0.373138318230103,0.36264026708776764,0.4451223464283667,0.37313831823010296,0.010211336701422574
Mouse_Brain_E15_S1,Method 1,13,0.397355631773919,0.5574014529954031,0.5509785107222863,0.5963495529294246,0.5574014529954032,0.07714112626429868
Mouse_Brain_E15_S1,Method 1,2560,0.3456278303425714,0.5349995625981355,0.5282576973861965,0.5725164660832389,0.5349995625981356,0.07505917608511406
Mouse_Brain_E15_S1,Method 1,641,0.3969506437267163,0.5521445341006713,0.5456276112929809,0.5894411274741993,0.5521445341006715,0.07923272798294553
Mouse_Brain_E15_S1,Method 1,1892,0.36498548530708635,0.5272977242037629,0.5204143091342234,0.5625278919763518,0.5272977242037629,0.07643623182346887
Mouse_Brain_E15_S1,Method 1,1173,0.3769709484004971,0.5396089211562238,0.5329265920874711,0.5769839667824734,0.5396089211562237,0.07261010530124709
Mouse_Brain_E15_S1,Method 1,69,0.34004506494393344,0.5408032793117336,0.5341501588155386,0.5793380348809432,0.5408032793117334,0.07685606352629243
Mouse_Brain_E15_S1,Method 1,2024,0.36651271222083737,0.528267288811694,0.5213638306931627,0.5614601195837239,0.5282672888116939,0.087262069743662
Mouse_Brain_E15_S1,Method 1,231,0.34947247304783197,0.5067747933109449,0.49969287721654393,0.5464379916913713,0.506774793310945,0.08816616208919498
Mouse_Brain_E15_S1,Method 1,1971,0.39103782978414253,0.5330511809155484,0.5262804337375746,0.5706090557950365,0.5330511809155484,0.08035920040228349
Mouse_Brain_E15_S1,Method 1,2497,0.3550357313113616,0.5272271281968889,0.5202435422362625,0.5560861208544904,0.527227128196889,0.08907438114554259
Mouse_Brain_E15_S1,Method 1,338,0.38489510472494565,0.537994531843851,0.5312365978590418,0.5720880733417364,0.5379945318438509,0.0734039390326986
Mouse_Brain_E15_S1,Method 1,3127,0.40475000193145694,0.5400506366045812,0.5333639239730837,0.576690525757721,0.5400506366045811,0.07844741356357912
Mouse_Brain_E15_S1,Method 1,2001,0.3294436934843904,0.5117290777155189,0.5047215440800102,0.5519505393518023,0.5117290777155189,0.07467360038157407
Mouse_Brain_E15_S1,Method 1,2022,0.35852234830282115,0.5376275639804776,0.5309413642370018,0.5769112957656565,0.5376275639804776,0.08197817219829365
Mouse_Brain_E15_S1,Method 1,574,0.38758763136957797,0.5407338182563021,0.5340471180675701,0.5768176746871655,0.5407338182563021,0.07576635774476186
Mouse_Brain_E15_S1,Method 1,2428,0.3908509394683116,0.5384369305423663,0.5316722835212194,0.571629235997237,0.5384369305423663,0.0754801710819751
Mouse_Brain_E15_S1,Method 1,999,0.3662784460292399,0.5349896191275104,0.5282376375852335,0.572252763430702,0.5349896191275105,0.07372375563890712
Mouse_Brain_E15_S1,Method 1,1187,0.37313772759517216,0.5270839828076217,0.5202264837589868,0.5642795606712779,0.5270839828076217,0.08519338816614261
Mouse_Brain_E15_S1,Method 1,42,0.4045955170683603,0.5401371786968716,0.5333661253282242,0.571038251826628,0.5401371786968715,0.07777464987860584
Mouse_Brain_E15_S1,Method 1,3999,0.37668881488571737,0.5471847313685346,0.5405795342506966,0.5829469775716096,0.5471847313685347,0.08672930705109211
Mouse_Brain_E15_S1,Method 2,13,0.3164840283763979,0.5136673722788169,0.5065924809377145,0.5486057608135417,0.5136673722788168,0.07947433732109857
Mouse_Brain_E15_S1,Method 2,2560,0.40636444746964484,0.5525127428728843,0.5459803523678566,0.5880661022289356,0.5525127428728843,0.08857680472069886
Mouse_Brain_E15_S1,Method 2,641,0.32877757276249986,0.5305566517043003,0.5238106539788278,0.5720799335846912,0.5305566517043003,0.07563599866325581
Mouse_Brain_E15_S1,Method 2,1892,0.35827862184430437,0.5414830432555898,0.5346656817696249,0.5680364137806387,0.5414830432555897,0.09327339369253172
Mouse_Brain_E15_S1,Method 2,1173,0.36534095423483914,0.5300542299295957,0.5232567644630783,0.5685939152236236,0.5300542299295957,0.08153992220755353
Mouse_Brain_E15_S1,Method 2,69,0.3878771093868768,0.5460356094864636,0.5394235752114667,0.5826880356209175,0.5460356094864637,0.07910253222164339
Mouse_Brain_E15_S1,Method 2,2024,0.3917230380593576,0.53427258142299,0.5274422655979587,0.5667709586520251,0.53427258142299,0.07195661121180506
Mouse_Brain_E15_S1,Method 2,231,0.4447366725903293,0.5414396005535344,0.5347330726080186,0.5752723460055685,0.5414396005535345,0.07604105094627528
Mouse_Brain_E15_S1,Method 2,1971,0.3193034292371729,0.5098447655766083,0.5026802937504765,0.5423178296534341,0.5098447655766083,0.09938817760928896
Mouse_Brain_E15_S1,Method 2,2497,0.39213716230061263,0.5654347905706396,0.5590793396205987,0.600915930358841,0.5654347905706396,0.09060989091260668
Mouse_Brain_E15_S1,Method 2,338,0.40719301178165257,0.5516103108695765,0.5451088325800705,0.590429063578943,0.5516103108695767,0.08113705027557482
Mouse_Brain_E15_S1,Method 2,3127,0.40739796877468115,0.5328274807916673,0.5259465357945811,0.5632060717039804,0.5328274807916673,0.08212831160975738
Mouse_Brain_E15_S1,Method 2,2001,0.32075148982301804,0.5235537755620152,0.5166963188870412,0.5635826959136782,0.5235537755620151,0.08627223341640275
Mouse_Brain_E15_S1,Method 2,2022,0.3873044832217838,0.5502737645064234,0.5437134340725661,0.5862663614240565,0.5502737645064234,0.08050575318255702
Mouse_Brain_E15_S1,Method 2,574,0.3973871895305341,0.5541875466942634,0.5476836118832082,0.5906388522492924,0.5541875466942635,0.08122262091807926
Mouse_Brain_E15_S1,Method 2,2428,0.3720481523220351,0.5447169573553937,0.5380256900090237,0.5766764273192542,0.5447169573553937,0.09186468735351133
Mouse_Brain_E15_S1,Method 2,999,0.3671464942698274,0.5139566340000898,0.5068992490244922,0.5494638029668147,0.5139566340000898,0.09451623948264629
Mouse_Brain_E15_S1,Method 2,1187,0.33905489782636067,0.5390882420998419,0.5324771316640712,0.5820191611768639,0.5390882420998417,0.08133539530857463
Mouse_Brain_E15_S1,Method 2,42,0.3865408603079773,0.5342696333888373,0.5273896895913877,0.5639089441727013,0.5342696333888374,0.07693646217663792
Mouse_Brain_E15_S1,Method 2,3999,0.3812814975249968,0.5432549581894278,0.5366119084898827,0.5803480547669507,0.5432549581894277,0.08767312362375745
Mouse_Brain_E15_S1,Method 3,13,0.39461034639887516,0.5606380961163673,0.5541192793889386,0.5895530396800496,0.5606380961163673,0.023637815563465725
Mouse_Brain_E15_S1,Method 3,2560,0.4026588764308249,0.568568887213862,0.5619839447925133,0.5838325912182375,0.5685688872138619,0.027061138493667997
Mouse_Brain_E15_S1,Method 3,641,0.4688325370442311,0.5746346586638259,0.5680596678191691,0.5836821377223635,0.5746346586638259,0.02496973181339464
Mouse_Brain_E15_S1,Method 3,1892,0.42230280536227593,0.5747861159193296,0.5684459115061953,0.6015426001637897,0.5747861159193296,0.02379299411770604
Mouse_Brain_E15_S1,Method 3,1173,0.3343264194653138,0.557623814719143,0.5511125607031436,0.5899853973321868,0.557623814719143,0.02486569729381895
Mouse_Brain_E15_S1,Method 3,69,0.41165313989553315,0.5694553454943982,0.5631080082710356,0.601662532291185,0.5694553454943984,0.02400772019853528
Mouse_Brain_E15_S1,Method 3,2024,0.3762088140024116,0.5521027317020664,0.5454577210623034,0.5799174559131485,0.5521027317020664,0.026641580743789136
Mouse_Brain_E15_S1,Method 3,231,0.40509522421997096,0.5797843230236333,0.5736304542021248,0.6160434628631005,0.5797843230236333,0.023851731559751333
Mouse_Brain_E15_S1,Method 3,1971,0.4195486342035072,0.5592423153023266,0.5525547788614188,0.5776562995036202,0.5592423153023266,0.023205025575848
Mouse_Brain_E15_S1,Method 3,2497,0.39219805059202484,0.570482489894639,0.5638050634354999,0.5770346660338448,0.5704824898946389,0.02411231456620656
Mouse_Brain_E15_S1,Method 3,338,0.42361236331627283,0.5802778917811316,0.5740818903645731,0.6118593428241317,0.5802778917811318,0.021845762883897696
Mouse_Brain_E15_S1,Method 3,3127,0.3823654106077754,0.5689257463552266,0.5626175530870212,0.6048989946808946,0.5689257463552265,0.024138892347156403
Mouse_Brain_E15_S1,Method 3,2001,0.4876144899110787,0.577032375871045,0.570721673886133,0.6034012533068788,0.5770323758710448,0.023939238750018955
Mouse_Brain_E15_S1,Method 3,2022,0.48791817137165866,0.5746711305656346,0.5681668517690035,0.5886479439529237,0.5746711305656346,0.02374541154720969
Mouse_Brain_E15_S1,Method 3,574,0.37898924094160064,0.5509491775534064,0.5442985199805186,0.5799202386093859,0.5509491775534064,0.02345339242016441
Mouse_Brain_E15_S1,Method 3,2428,0.40500871206355726,0.5537666292304081,0.5471207231432954,0.579791886732542,0.5537666292304082,0.025703647735651643
Mouse_Brain_E15_S1,Method 3,999,0.40610822292680415,0.5577768315245032,0.5512039875791708,0.5856976954288762,0.5577768315245032,0.02517456633704876
Mouse_Brain_E15_S1,Method 3,1187,0.40865565459969216,0.5544460913049037,0.5477835198256072,0.5782000979155287,0.5544460913049037,0.0255139629926405
Mouse_Brain_E15_S1,Method 3,42,0.40504420400333735,0.5594480398508057,0.5529496502444229,0.5909980691523468,0.5594480398508057,0.024881781232965354
Mouse_Brain_E15_S1,Method 3,3999,0.39382870294207484,0.5615417810897131,0.5551176482475861,0.5962429601247347,0.5615417810897131,0.024522498065389985
Mouse_Brain_E18_S1,Method 1,13,0.25976977001525253,0.48251442663787214,0.4733804784008854,0.5375261941717773,0.48251442663787225,0.061709431211589914
Mouse_Brain_E18_S1,Method 1,2560,0.26680949275101595,0.47477161945018986,0.4654961030947916,0.5285047834077053,0.47477161945018986,0.06035316096536857
Mouse_Brain_E18_S1,Method 1,641,0.2332239132180788,0.44965659454896906,0.4399579581327947,0.5023642282528042,0.44965659454896906,0.054732115220276996
Mouse_Brain_E18_S1,Method 1,1892,0.24629850629826913,0.4661324314113911,0.45671442731433076,0.5193828613881557,0.46613243141139105,0.06221168114799431
Mouse_Brain_E18_S1,Method 1,1173,0.24932516044221315,0.47773280490198616,0.4685149027964722,0.5324060771832342,0.4777328049019861,0.061518651312617224
Mouse_Brain_E18_S1,Method 1,69,0.25587423437364465,0.46668066676065517,0.457249399162198,0.5182790024487349,0.4666806667606551,0.06704882046275272
Mouse_Brain_E18_S1,Method 1,2024,0.23949319807347638,0.4617150088254241,0.4522441630508318,0.5167320924987606,0.46171500882542416,0.05817804305787988
Mouse_Brain_E18_S1,Method 1,231,0.25316158837129016,0.47027847072303924,0.46090648687638036,0.5221994335959262,0.4702784707230393,0.06442520932203037
Mouse_Brain_E18_S1,Method 1,1971,0.2400285889517526,0.4570552500227058,0.4474966470314728,0.5111035169225212,0.45705525002270575,0.06855408037526677
Mouse_Brain_E18_S1,Method 1,2497,0.26746416625246366,0.49137619466519505,0.4823795927264877,0.5452576475161909,0.491376194665195,0.06766149689497462
Mouse_Brain_E18_S1,Method 1,338,0.24270940068646035,0.4712890628241424,0.4619426660356225,0.5233592912963709,0.4712890628241424,0.05875629375780558
Mouse_Brain_E18_S1,Method 1,3127,0.24566680134281504,0.4519613811454625,0.44232450747074437,0.5062857896786912,0.45196138114546247,0.05050685486149092
Mouse_Brain_E18_S1,Method 1,2001,0.2544867402813942,0.4594446611019423,0.4499317536394135,0.5140524268862681,0.4594446611019423,0.0585726195110112
Mouse_Brain_E18_S1,Method 1,2022,0.23296376379164013,0.4512725192807304,0.44158594751972996,0.5026777920528271,0.45127251928073053,0.06296597942226762
Mouse_Brain_E18_S1,Method 1,574,0.24803592883081593,0.46622417778741165,0.45682883132295404,0.5213584278478666,0.4662241777874117,0.06295491820493739
Mouse_Brain_E18_S1,Method 1,2428,0.2629524803140472,0.4673900748690905,0.45793107467085253,0.5157541644608927,0.46739007486909057,0.06294495454850427
Mouse_Brain_E18_S1,Method 1,999,0.23983378497302638,0.4701844546751522,0.46081903116127615,0.5218184054366486,0.47018445467515213,0.06538957379906254
Mouse_Brain_E18_S1,Method 1,1187,0.26639412503956766,0.4707645906978794,0.4614075589938329,0.52356252466965,0.47076459069787946,0.06703367198361593
Mouse_Brain_E18_S1,Method 1,42,0.2367490955806943,0.4592411968375244,0.449723465489174,0.5137768763805024,0.4592411968375244,0.06047418793583297
Mouse_Brain_E18_S1,Method 1,3999,0.24672389055109956,0.4604838185059589,0.4509881114512475,0.5151602172233993,0.46048381850595893,0.06064929804105527
Mouse_Brain_E18_S1,Method 2,13,0.2707922670930118,0.47267417029083464,0.46334169720298657,0.5241900194268401,0.47267417029083464,0.06041735712275407
Mouse_Brain_E18_S1,Method 2,2560,0.24008751960004612,0.45691242089626405,0.44731549888307504,0.5081811499503563,0.45691242089626405,0.06393922001317631
Mouse_Brain_E18_S1,Method 2,641,0.2690736267294686,0.476650486595404,0.467410140865838,0.5306493849059492,0.476650486595404,0.028118973265491638
Mouse_Brain_E18_S1,Method 2,1892,0.23589264470448817,0.45896934005327694,0.4493904817699234,0.5091184599736668,0.45896934005327694,0.06780056325745396
Mouse_Brain_E18_S1,Method 2,1173,0.26898930032903184,0.4744035935062564,0.46512920271814456,0.5283015140768464,0.4744035935062563,0.06086362146328186
Mouse_Brain_E18_S1,Method 2,69,0.2444832666941412,0.4583079323850715,0.4487437586324618,0.5100886117834568,0.4583079323850715,0.07393670919843968
Mouse_Brain_E18_S1,Method 2,2024,0.25467069701803763,0.4635733164572189,0.45413020837928103,0.5186261038421796,0.4635733164572189,0.046946582455738364
Mouse_Brain_E18_S1,Method 2,231,0.29837849910709574,0.46506740769221216,0.4555854110494699,0.5155012362703862,0.4650674076922121,0.06028502169286463
Mouse_Brain_E18_S1,Method 2,1971,0.24112658789432564,0.4816779643549582,0.47255524637013624,0.5385736271790995,0.48167796435495813,0.05576314206640983
Mouse_Brain_E18_S1,Method 2,2497,0.24319504120242683,0.4758634932640546,0.46662965203543033,0.5316527657414495,0.4758634932640545,0.06106413296890241
Mouse_Brain_E18_S1,Method 2,338,0.2647030195455808,0.48346060882471975,0.47432301387630654,0.5367968396071896,0.4834606088247198,0.05862071215152738
Mouse_Brain_E18_S1,Method 2,3127,0.2626416280497963,0.47947899071344197,0.4702674817447525,0.5318205135406119,0.4794789907134419,0.058794634969018315
Mouse_Brain_E18_S1,Method 2,2001,0.23317634214792735,0.4610295790338636,0.4515294909932525,0.5146145919772707,0.46102957903386355,0.057395263569702454
Mouse_Brain_E18_S1,Method 2,2022,0.2687971909853197,0.483614776915183,0.4744746112485718,0.5363712176051978,0.483614776915183,0.05648675950703062
Mouse_Brain_E18_S1,Method 2,574,0.22847496231908032,0.4683633619839323,0.4589669569763425,0.5200349950276166,0.4683633619839323,0.060321380444398144
Mouse_Brain_E18_S1,Method 2,2428,0.254956670858876,0.4788583569054974,0.4696326184190172,0.5303155835415732,0.4788583569054974,0.05932724229715894
Mouse_Brain_E18_S1,Method 2,999,0.2748297275504449,0.48875558458606766,0.4797129848005557,0.5426595931282839,0.48875558458606766,0.061437444103390415
Mouse_Brain_E18_S1,Method 2,1187,0.27063410078109285,0.4641852182858324,0.45473290596834937,0.5171091946999957,0.46418521828583237,0.05728069889714051
Mouse_Brain_E18_S1,Method 2,42,0.270412925676431,0.4755841334079225,0.4663127889165131,0.5283803700513551,0.47558413340792244,0.06754425782141904
Mouse_Brain_E18_S1,Method 2,3999,0.2808836434588245,0.4859018129115572,0.47679676435547713,0.5384951971398189,0.4859018129115572,0.059749949051390056
Mouse_Brain_E18_S1,Method 3,13,0.3658512565650156,0.5674299189493002,0.5595980463049492,0.6113388602897427,0.5674299189493002,0.010638063030587777
Mouse_Brain_E18_S1,Method 3,2560,0.3201593958619094,0.5323999855895478,0.5239706613547678,0.5759474468626151,0.5323999855895478,0.010271759011031896
Mouse_Brain_E18_S1,Method 3,641,0.28065400138660807,0.5166664876999896,0.5080796548300073,0.5704408224502476,0.5166664876999897,0.009914697936535558
Mouse_Brain_E18_S1,Method 3,1892,0.3387712886205166,0.5523931503571434,0.5443501430678876,0.6006046388964592,0.5523931503571434,0.010493179051843302
Mouse_Brain_E18_S1,Method 3,1173,0.31935318601541357,0.5555122073424533,0.5475494739817394,0.6046135271834149,0.5555122073424533,0.010292430105882391
Mouse_Brain_E18_S1,Method 3,69,0.32265918008802463,0.5465953836964695,0.5385364884442663,0.6023338608253122,0.5465953836964694,0.009832616486118901
Mouse_Brain_E18_S1,Method 3,2024,0.34817484780224817,0.5535680642942676,0.5455660219727448,0.6039012400878788,0.5535680642942676,0.011675647411337066
Mouse_Brain_E18_S1,Method 3,231,0.35328316751683453,0.5528747546317164,0.5448307223889794,0.601115238514666,0.5528747546317164,0.010430595585490112
Mouse_Brain_E18_S1,Method 3,1971,0.2904372498840281,0.5308281079185109,0.5224291533827738,0.5805867795747092,0.5308281079185109,0.010253379696570978
Mouse_Brain_E18_S1,Method 3,2497,0.3781695641303127,0.5782928543140992,0.5705946141146476,0.6169644271019472,0.578292854314099,0.007868649487809631
Mouse_Brain_E18_S1,Method 3,338,0.32141034752152947,0.5481765325356835,0.5400611086998137,0.5972819790349942,0.5481765325356835,0.010309901209490433
Mouse_Brain_E18_S1,Method 3,3127,0.34077287888048585,0.564361667376877,0.5566164448382607,0.6223720220466568,0.564361667376877,0.01127851808921716
Mouse_Brain_E18_S1,Method 3,2001,0.3515928677496461,0.5517123068451271,0.5436156306532318,0.5961100439767387,0.5517123068451271,0.008382144468528323
Mouse_Brain_E18_S1,Method 3,2022,0.31268969255561685,0.5518230167268302,0.5436739390838629,0.592407842259844,0.5518230167268302,0.00920900116827817
Mouse_Brain_E18_S1,Method 3,574,0.35457539715532654,0.5606057954178195,0.5526869232501872,0.6078631740858104,0.5606057954178195,0.009839849837387964
Mouse_Brain_E18_S1,Method 3,2428,0.2970259891868291,0.5314393752023814,0.5231065665203938,0.5862365276516491,0.5314393752023814,0.011153563262940265
Mouse_Brain_E18_S1,Method 3,999,0.33660726749578335,0.5830740011116937,0.5755983807836272,0.6348238680306653,0.5830740011116937,0.00990966298951822
Mouse_Brain_E18_S1,Method 3,1187,0.3959393009550464,0.5767641982511709,0.5691643336874395,0.6275246898850276,0.5767641982511709,0.011516755773016972
Mouse_Brain_E18_S1,Method 3,42,0.32551871133838295,0.5601740155841973,0.5523492408284406,0.6169926758688049,0.5601740155841973,0.012197289383019939
Mouse_Brain_E18_S1,Method 3,3999,0.43057132671531595,0.5567435537739378,0.5487674631189132,0.606005496739762,0.5567435537739378,0.012999239452004758
